Age,Revenu,Montant_Pret,Score_Credit,Statut_Emploi,Nb_Prets_Existant,Niveau_Education,Statut_Marital,Pret_Approuve
64,39352.059608903044,5317.362401311528,617,Etudiant,4,Secondaire,Marié,0
41,106196.88844180157,17676.327606232288,810,Employé,8,Secondaire,Célibataire,1
34,66536.86940776046,22566.343810815295,695,Indépendant,7,Licence,Célibataire,1
18,45354.29237195849,21775.911169235922,708,Retraité,7,Licence,Marié,1
76,78318.60604559197,25393.04552942874,397,Etudiant,9,Secondaire,Marié,0
76,57817.09696877331,10829.510535392392,611,Employé,7,Licence,Célibataire,1
,,,,,,,,0
19,71245.45743828986,24203.228297761292,718,Retraité,5,Secondaire,Célibataire,1
25,34162.35464,28256.709533036596,826,Employé,4,Secondaire,Célibataire,1
22,67052.54407834345,11942.81833387208,479,Employé,0,Secondaire,Célibataire,1
69,98259.09615463504,16548.43132757102,466,Employé,5,Doctorat,Célibataire,1
73,69323.55324394621,-7038.176801,833,Indépendant,4,Licence,Célibataire,1
27,52475.75792433071,13785.380324222258,842,Employé,3,Master,Divorcé,1
64,49857.89439143516,14755.85107028957,398,Employé,1,Secondaire,Marié,0
29,51793.20053309781,9804.154918,508,Employé,5,Licence,Marié,0
40,54920.74643904438,21656.121502326518,821,Indépendant,5,Doctorat,Marié,1
55,52443.86934483456,19440.54567954732,409,Employé,1,Secondaire,Marié,0
62,78326.22882149133,-2592.138776,730,Etudiant,6,Doctorat,Célibataire,1
72,25335.817935820334,22155.079693017564,361,Indépendant,1,Licence,Marié,1
20,77240.00100824269,10716.758692109726,398,Retraité,1,Licence,Célibataire,1
30,52406.26949714878,24856.88959190515,731,Etudiant,4,Secondaire,Marié,0
35,67538.95571390745,7181.487522713345,634,Employé,3,Licence,Veuf,1
37,37460.24179598273,20300.06539,605,Chômeur,9,Licence,Divorcé,0
79,86572.62133698873,17168.366711134942,771,Employé,0,Doctorat,Célibataire,1
66,84912.69920343746,23031.018849503303,468,Retraité,3,Master,Marié,1
37,79191.81051500147,21246.972776513467,576,Employé,7,Secondaire,Célibataire,1
78,29704.904484129213,17448.358249785455,634,Chômeur,2,Master,Célibataire,0
48,76582.42142132105,4637.276859557553,706,Indépendant,9,Master,Célibataire,1
49,68097.10175271418,5227.920365389684,482,Employé,7,Licence,Célibataire,1
44,27894.575057348648,14161.130609077809,648,Indépendant,9,Secondaire,Marié,1
26,59514.05232458369,19917.20116070413,546,Employé,9,Secondaire,Célibataire,1
75,67290.68978066526,13917.52052800883,598,Employé,1,Secondaire,Célibataire,1
18,71121.50547646302,26252.119305794655,774,Employé,4,Secondaire,Veuf,1
28,63545.227338977114,17207.790807883164,516,Employé,7,Doctorat,Marié,1
32,65824.62834,10349.872752204898,667,Employé,0,Secondaire,Célibataire,1
35,89472.22784506192,17219.037070120907,818,Etudiant,4,Licence,Marié,0
26,84520.6782,22258.598363165525,719,Employé,6,Licence,Marié,1
19,2658.900924345129,23248.847188245843,843,Employé,7,Licence,Célibataire,0
60,53651.22890324636,38783.79131993129,620,Etudiant,4,Secondaire,Marié,0
78,56706.979449120976,13310.906599965805,455,Indépendant,8,Licence,Divorcé,1
25,24958.028545460576,19265.213384095998,845,Employé,6,Licence,Célibataire,0
36,61883.66116464624,24261.239468194264,654,Etudiant,0,Licence,Célibataire,0
49,84975.15544821013,19765.770407991848,432,Employé,2,Secondaire,Célibataire,1
75,38268.64280818819,14993.818540113469,474,Employé,9,Licence,Divorcé,1
61,66728.01877379745,4507.4282365575655,444,Employé,0,Secondaire,Célibataire,1
65,41683.530454071246,14891.654409469844,758,Indépendant,1,Licence,Célibataire,1
54,46561.759526406466,9262.975873,350,Employé,3,Licence,Veuf,1
43,89547.87268,2733.9331887622175,706,Employé,9,Secondaire,Marié,1
30,49148.8436,12043.211583294134,604,Indépendant,7,Master,Célibataire,1
71,69244.24978,9529.082792335455,340,Employé,1,Secondaire,Célibataire,0
67,22575.63767878026,25837.86545292948,637,Employé,3,Master,Célibataire,1
19,97246.35123,26010.918374142937,714,Indépendant,9,Master,Veuf,1
62,72053.04892612998,10961.207104191251,699,Chômeur,2,Secondaire,Célibataire,1
23,56350.003146994764,17397.713694368787,590,Employé,5,Secondaire,Célibataire,1
63,71510.93019999789,1417.5733788746475,484,Employé,4,Secondaire,Marié,1
69,31803.611421043795,15056.600498173058,390,Retraité,7,Master,Célibataire,1
26,83650.61483505314,23989.819007023456,306,Employé,7,Licence,Célibataire,1
44,53520.304490071394,28249.37889614103,497,Employé,8,Secondaire,Divorcé,1
25,55918.60969903131,12869.529183086863,647,Employé,1,Licence,Célibataire,1
53,50166.88770069031,30518.548605275195,320,Employé,4,Secondaire,Divorcé,0
75,48386.971945088306,4843.080784865284,849,Retraité,6,Licence,Marié,1
23,73893.41223256817,7523.722008562076,622,Employé,4,Licence,Célibataire,1
42,65118.137002084455,27096.618656378763,462,Employé,6,Secondaire,Marié,1
78,73034.96283,36711.21228563247,829,Employé,6,Master,Marié,1
36,59824.10621028857,24934.319881836953,401,Employé,3,Secondaire,Marié,0
26,70263.99622154362,19596.576134659877,826,Employé,1,Licence,Marié,1
48,51623.02512149923,-1951.837465,454,Retraité,9,Licence,Célibataire,1
49,104594.63682819097,-224.4705604,508,Indépendant,8,Doctorat,Célibataire,1
59,28641.39167139003,21294.09536895869,533,Employé,8,Licence,Marié,1
37,85218.74647125968,16419.373304288256,847,Employé,2,Master,Célibataire,1
77,87358.14901441941,8941.648178478821,438,Employé,3,Secondaire,Célibataire,1
50,42956.82388068813,20655.325808300506,835,Employé,3,Master,Célibataire,1
35,104585.47221111947,21151.313675078098,490,Employé,0,Secondaire,Célibataire,1
,,,,,,,,0
75,79422.78013645823,21366.022830127007,651,Indépendant,3,Secondaire,Marié,1
48,60560.443740517534,32283.943683343845,681,Etudiant,9,Doctorat,Marié,0
19,55655.47683562647,20079.940295488133,489,Employé,2,Doctorat,Célibataire,1
55,55811.82345920784,18846.650051926637,373,Etudiant,5,Licence,Célibataire,0
52,67810.61192639034,30643.121862471824,517,Employé,5,Licence,Marié,0
27,88023.72550067792,10215.591199585655,597,Employé,3,Licence,Célibataire,1
57,63626.28435722839,48144.47453266161,322,Indépendant,9,Secondaire,Marié,0
70,41771.12753725419,23752.574781667357,343,Employé,0,Licence,Marié,1
24,76488.54125,23808.292528376733,804,Employé,8,Licence,Célibataire,1
62,78423.01492789584,25250.959739725975,319,Indépendant,7,Licence,Célibataire,1
26,73093.19056895572,38771.364753316426,523,Employé,3,Secondaire,Marié,0
64,74909.97813049966,27925.074116726068,720,Etudiant,7,Master,Célibataire,0
43,54581.43739684384,3949.4402099607632,480,Employé,4,Secondaire,Divorcé,1
18,41420.21665738841,34034.703847675046,572,Indépendant,9,Licence,Marié,1
77,42636.13139,16591.034205549826,347,Employé,0,Secondaire,Célibataire,1
28,27290.73503084284,21071.550728393235,736,Employé,0,Secondaire,Marié,1
54,64738.97223,7207.460278247336,648,Employé,5,Secondaire,Célibataire,1
29,58331.02433546813,25262.020181238957,768,Etudiant,9,Secondaire,Célibataire,0
75,51200.24590940583,13486.257099324477,775,Employé,0,Licence,Veuf,1
63,887.6235130986024,21001.696379934736,492,Etudiant,7,Licence,Marié,0
67,35053.65060611662,17159.00994639217,322,Employé,9,Licence,Marié,0
44,82416.81302806333,39250.12801735852,490,Employé,4,Licence,Marié,1
46,46707.479998737384,39822.60300145589,379,Employé,8,Secondaire,Marié,0
57,67211.83355313682,20465.131702147413,593,Employé,7,Secondaire,Célibataire,1
66,32186.291400494876,20639.777113688546,380,Etudiant,2,Licence,Célibataire,0
70,88774.10964718462,16265.57033650485,807,Employé,8,Licence,Célibataire,1
19,57119.44679890647,31060.062915027862,631,Chômeur,6,Licence,Célibataire,0
,,,,,,,,0
24,106515.59583763371,15786.627253543007,806,Employé,5,Master,Marié,1
35,90328.80201178807,29785.928636649645,723,Chômeur,6,Secondaire,Célibataire,0
69,53868.687574258845,14617.009046833506,540,Etudiant,8,Licence,Marié,0
33,48135.596302592814,19622.449655514694,380,Chômeur,7,Secondaire,Marié,0
67,53489.09976960936,4186.892184890072,489,Employé,4,Licence,Veuf,1
46,70197.96496953072,27041.90345123167,621,Chômeur,2,Licence,Célibataire,0
32,57895.51731498258,39408.66939181869,721,Chômeur,1,Licence,Divorcé,0
38,52095.11709993057,27212.25372799792,444,Employé,0,Secondaire,Marié,1
50,89343.62501418084,34617.99167547305,708,Chômeur,6,Licence,Célibataire,1
65,57715.80216444326,11538.978638226692,455,Employé,9,Secondaire,Célibataire,1
55,105991.78186074639,22363.24282028201,435,Indépendant,0,Licence,Célibataire,1
75,61814.85127504346,10568.400756306104,545,Retraité,7,Secondaire,Marié,1
71,95706.36788449454,17722.34454418657,388,Retraité,5,Secondaire,Marié,1
64,67146.38845421253,27722.11477352505,522,Indépendant,1,Licence,Célibataire,1
55,79259.21146498896,21018.206131032985,496,Chômeur,2,Secondaire,Marié,0
35,45507.778969645515,5873.589773987784,454,Indépendant,2,Secondaire,Célibataire,1
43,42924.81554825176,6849.708944622465,726,Employé,6,Master,Célibataire,0
25,69194.11910029975,6188.360685092262,482,Employé,2,Master,Divorcé,1
41,79771.06485,24914.525899395903,682,Employé,8,Master,Veuf,1
75,60805.13004000926,40638.94535656668,696,Employé,3,Secondaire,Marié,1
44,34272.13329832606,33624.58244000213,666,Retraité,1,Licence,Célibataire,0
25,32794.83267421346,1040.148008539356,448,Etudiant,0,Master,Célibataire,0
58,31457.271956275177,34210.75938069784,756,Employé,4,Secondaire,Célibataire,1
77,24647.557741212382,29364.004170146472,430,Employé,4,Licence,Célibataire,0
71,62189.70718894175,4547.000544712422,452,Chômeur,7,Secondaire,Célibataire,0
34,82500.87843,16967.983832895025,781,Employé,4,Master,Divorcé,1
46,59731.684261503826,30955.224114958095,486,Indépendant,1,Licence,Marié,1
50,14791.704853242954,25504.335109347852,683,Retraité,2,Licence,Célibataire,1
,,,,,,,,0
34,56744.02006734786,26107.42155796194,637,Employé,3,Secondaire,Célibataire,0
32,101919.97500450879,-1375.005961,777,Employé,6,Secondaire,Célibataire,1
79,30857.241741608876,17771.778242427885,689,Employé,9,Licence,Marié,1
64,52186.44794801609,31379.567694000485,620,Employé,3,Licence,Célibataire,1
70,94117.05361089128,20183.942155713197,766,Employé,5,Licence,Marié,1
68,68999.56682693097,15010.624500380542,463,Employé,8,Secondaire,Célibataire,1
77,71266.26147032849,28893.46253772349,507,Employé,2,Licence,Célibataire,1
24,62291.68874047756,29747.518150865813,338,Employé,5,Secondaire,Veuf,0
72,66598.87077314529,33100.39692866951,684,Indépendant,3,Secondaire,Célibataire,1
22,75552.19060557072,28743.424284463872,697,Employé,6,Master,Célibataire,1
47,43810.273622144676,30813.747939371468,713,Etudiant,7,Licence,Marié,1
54,77561.17158,27329.085574375345,711,Employé,1,Licence,Célibataire,1
40,32539.939662289216,22655.28649116472,370,Employé,1,Doctorat,Célibataire,1
27,66567.35945663076,20895.08999763814,666,Employé,0,Secondaire,Célibataire,1
29,63574.819265726546,17627.40280902598,719,Indépendant,0,Master,Célibataire,1
69,47674.13823615784,7876.317069402743,412,Employé,0,Licence,Marié,1
37,59546.29449348707,10446.884911801912,562,Employé,7,Licence,Célibataire,1
37,47549.19694668894,17179.855180647904,802,Employé,9,Secondaire,Marié,1
75,38565.97346276511,22414.521596024293,528,Retraité,4,Secondaire,Divorcé,1
26,52927.705167727116,34408.125980042634,714,Employé,8,Licence,Célibataire,1
74,37920.22729256677,19582.027721244875,591,Employé,7,Secondaire,Célibataire,1
75,66455.94928186496,30034.76290877664,661,Etudiant,8,Secondaire,Célibataire,0
55,36998.29011695273,30793.15656432121,644,Employé,7,Licence,Célibataire,0
28,74239.54045982103,17685.53202311209,658,Employé,1,Licence,Célibataire,1
27,36370.41864,25946.90211370184,728,Indépendant,5,Secondaire,Marié,1
35,48674.10168837987,17564.719582751386,797,Employé,5,Licence,Célibataire,0
53,47507.93183569642,33221.35894078477,462,Employé,6,Master,Célibataire,1
27,86502.93457749678,26358.43338265932,810,Employé,7,Licence,Marié,1
46,66605.79891233184,8095.162453116447,645,Employé,1,Master,Marié,1
25,55765.32394911211,21615.246521538465,627,Etudiant,6,Licence,Célibataire,0
51,69974.38882139447,36481.12162,480,Chômeur,8,Secondaire,Célibataire,0
19,17856.15305340624,18187.689654532987,529,Employé,1,Secondaire,Veuf,1
61,59137.328207181854,24477.15030095068,658,Employé,4,Master,Célibataire,1
21,99950.28355609525,25458.78837739145,500,Chômeur,8,Licence,Marié,0
30,62646.93012805345,9633.771008353995,458,Chômeur,0,Master,Marié,0
28,61358.26338338671,25107.07949213514,750,Employé,1,Doctorat,Marié,1
69,70962.56759284392,6061.6484796537425,528,Etudiant,8,Secondaire,Célibataire,0
21,77912.10486628691,13743.75893598604,654,Employé,1,Secondaire,Célibataire,1
44,20050.666142202805,30757.22967494192,317,Indépendant,7,Licence,Célibataire,0
54,26353.470364179462,23567.56290308358,342,Employé,9,Secondaire,Marié,0
49,64205.82582172293,16955.22192253473,766,Employé,4,Licence,Marié,1
60,45702.46876204981,24464.610212451873,378,Indépendant,4,Master,Marié,1
67,86240.50524439829,19399.077522448686,737,Indépendant,4,Licence,Divorcé,1
42,53696.51220229552,20125.785023518332,795,Employé,3,Secondaire,Veuf,1
69,21309.38528573764,26568.185267201377,564,Employé,3,Licence,Marié,1
37,34639.72166312006,12726.32259340868,786,Indépendant,5,Secondaire,Célibataire,1
79,5006.479607388494,20403.364055546906,534,Employé,8,Master,Célibataire,0
49,55317.48925434175,16877.31805393347,823,Employé,9,Secondaire,Marié,0
63,56232.317454712334,4143.966253997443,430,Chômeur,8,Master,Marié,1
72,51510.74580436204,10795.442437507003,535,Employé,1,Licence,Célibataire,1
67,81577.58078059477,35682.06447063832,513,Employé,3,Licence,Marié,1
70,83970.39673033387,23847.23314585234,731,Employé,7,Licence,Célibataire,1
51,56592.23153287778,6764.1169859861075,324,Etudiant,5,Secondaire,Célibataire,0
20,17306.12665046288,4596.456241515894,755,Employé,3,Licence,Marié,0
48,72345.63160984516,18878.36099889416,312,Chômeur,3,Master,Célibataire,0
29,71107.20457017151,35611.86533176482,473,Retraité,1,Master,Marié,1
73,66187.8314,18132.418651956476,627,Chômeur,3,Secondaire,Marié,1
32,79629.59498616232,33069.99553404016,379,Employé,4,Licence,Marié,1
32,36703.43807,23519.307708186574,569,Employé,4,Master,Célibataire,0
33,100175.10772370278,24712.50457845894,848,Employé,5,Master,Marié,1
57,40811.44493716264,6642.7949069543065,752,Employé,2,Licence,Célibataire,1
53,74984.45854401709,29375.229217497574,316,Retraité,2,Secondaire,Marié,0
76,26253.04611173297,16650.67962726393,625,Indépendant,8,Master,Célibataire,1
43,41394.70625459898,28630.92453610908,628,Employé,4,Secondaire,Veuf,0
,,,,,,,,0
21,54782.00354,21770.493475099123,657,Etudiant,6,Master,Célibataire,0
18,76798.45210265595,23520.029539376315,586,Employé,5,Secondaire,Célibataire,0
41,64739.107774384924,18459.666834241336,674,Indépendant,5,Master,Célibataire,1
75,57900.83687999655,24045.451930861567,463,Employé,2,Secondaire,Marié,1
50,87277.00649865379,17336.029248074912,440,Indépendant,7,Licence,Marié,1
73,55266.82350696199,13509.402469587207,704,Indépendant,1,Doctorat,Marié,1
24,24385.23784873059,36054.83382793964,696,Employé,8,Doctorat,Divorcé,0
23,43935.19816,30489.528663614423,388,Employé,4,Master,Célibataire,0
69,71023.83457403388,12391.352549518233,419,Indépendant,4,Master,Marié,1
24,67910.18212725017,25684.44305594613,622,Employé,3,Secondaire,Célibataire,0
21,28658.834995291236,12573.21145298847,755,Employé,4,Doctorat,Marié,1
,,,,,,,,0
,,,,,,,,0
60,52690.60812,2959.0037435259437,744,Chômeur,1,Licence,Célibataire,1
24,32481.72822796897,29268.559135765412,683,Employé,5,Secondaire,Célibataire,0
69,47432.57783761043,17472.776874269417,796,Employé,2,Licence,Célibataire,1
70,45427.79029480945,17884.533969194716,730,Etudiant,1,Licence,Divorcé,1
67,75430.66519523838,24097.512196232896,824,Employé,8,Licence,Marié,1
73,76182.42621980488,25811.98811994252,403,Employé,3,Licence,Célibataire,1
32,57083.79083822368,11736.568231710919,449,Chômeur,5,Licence,Célibataire,0
78,52159.20408258537,27177.256087500635,430,Etudiant,1,Secondaire,Célibataire,0
37,62798.486240782266,21133.705380252235,330,Employé,3,Doctorat,Divorcé,1
67,43668.49785,7439.452071319618,728,Indépendant,3,Secondaire,Veuf,1
53,37063.35835665118,18301.25516420261,663,Employé,1,Secondaire,Marié,1
66,41195.57582148566,33812.79015558926,347,Employé,9,Secondaire,Marié,1
56,47303.736720570865,36765.947982456964,408,Etudiant,3,Master,Célibataire,0
57,36730.52400415458,27173.484576086772,404,Etudiant,5,Master,Célibataire,0
56,63241.19118,8096.565118316299,521,Employé,5,Secondaire,Marié,1
66,74594.31347567416,24906.06902455888,550,Employé,4,Secondaire,Marié,1
63,28258.033984035166,28508.609038591927,458,Employé,5,Licence,Célibataire,1
26,60502.57422432067,27257.07983318722,811,Employé,5,Secondaire,Marié,1
69,55601.28409467329,27849.542886879182,417,Etudiant,0,Licence,Célibataire,0
51,66830.17371073605,23632.63079247531,609,Indépendant,6,Secondaire,Célibataire,1
38,59741.22463792824,19275.876611694563,540,Employé,1,Licence,Célibataire,1
49,30928.01440136738,13916.325040959815,513,Employé,4,Secondaire,Marié,0
77,34752.214022856686,1020.6448149850366,754,Employé,3,Licence,Marié,1
71,60588.471511699456,23396.417667133508,838,Employé,4,Licence,Marié,1
69,80575.61839491018,21860.528436521887,303,Indépendant,0,Secondaire,Marié,1
46,15716.252579139946,25575.758428248162,555,Employé,7,Secondaire,Marié,0
66,66914.5316,6624.563067071058,365,Employé,4,Secondaire,Célibataire,1
41,83792.44010575286,26450.166893150603,538,Chômeur,0,Secondaire,Marié,0
60,56939.48247587574,40545.45094620777,639,Retraité,0,Doctorat,Célibataire,1
57,71004.04992052882,20784.50130777911,526,Employé,5,Secondaire,Marié,1
33,45938.618382043955,19383.34680793459,470,Employé,6,Secondaire,Célibataire,0
34,57612.676014462464,23090.02356085701,471,Employé,5,Secondaire,Célibataire,0
21,27581.72963383697,40323.370247103376,464,Employé,7,Master,Marié,0
26,13113.133831622523,9763.522383001091,479,Employé,7,Master,Célibataire,0
44,78855.31602,22032.06933393905,505,Chômeur,8,Master,Célibataire,0
47,40300.10144551116,12003.42577702356,678,Employé,9,Licence,Marié,1
28,50889.44309993139,14529.952791550051,352,Employé,8,Master,Marié,0
43,32271.154934596136,19504.096921180608,322,Etudiant,7,Licence,Célibataire,0
55,31800.605938322482,33473.23241613559,584,Employé,4,Master,Célibataire,1
32,56523.245998107675,38009.906006887366,674,Chômeur,5,Master,Célibataire,0
38,45408.456117287074,24481.421446267064,442,Chômeur,6,Secondaire,Marié,0
40,67559.41995989397,16234.052769765147,410,Indépendant,1,Licence,Divorcé,1
,,,,,,,,0
40,66416.99292649214,15724.45519,511,Indépendant,5,Secondaire,Marié,1
63,64772.01581856888,14288.640856402628,704,Chômeur,5,Master,Marié,0
38,91555.36409863773,2250.5695542127323,380,Employé,8,Secondaire,Veuf,1
44,38648.12461910228,33960.91569244744,366,Employé,6,Licence,Célibataire,0
41,58901.302675941646,29682.45592371294,604,Employé,9,Doctorat,Marié,1
29,82653.79641039178,44178.05536116446,515,Employé,9,Licence,Marié,0
60,85290.79618676074,6104.766477818741,701,Employé,8,Secondaire,Célibataire,1
32,31564.727013108542,34581.708074791095,578,Employé,2,Licence,Célibataire,1
36,53752.891166882604,20701.355183661275,495,Employé,1,Master,Célibataire,1
67,87162.42191734521,28061.002168001363,387,Employé,2,Secondaire,Célibataire,1
76,70161.5821,3522.2285889552913,389,Employé,7,Secondaire,Marié,0
59,63905.260629595454,34680.81822665297,715,Indépendant,8,Licence,Marié,1
74,55646.30613130687,27865.167513318305,424,Employé,8,Master,Célibataire,1
70,52323.98148584509,19610.899652137825,576,Indépendant,6,Secondaire,Divorcé,1
47,65764.38126180648,26451.126876611215,749,Employé,6,Secondaire,Célibataire,1
65,54952.517500310336,12345.04698957751,793,Etudiant,9,Doctorat,Veuf,1
38,59148.427579111114,14205.599144183007,447,Indépendant,6,Secondaire,Célibataire,1
46,61571.974122300744,15365.553863746038,360,Employé,1,Secondaire,Marié,1
51,46438.56943013002,1472.7213830972214,726,Retraité,5,Licence,Divorcé,1
77,70642.58747762877,28617.58494203367,678,Employé,3,Secondaire,Marié,0
70,118284.89296830838,31915.936141825663,482,Employé,6,Secondaire,Marié,1
48,24460.267213478495,12986.558502361584,626,Indépendant,6,Licence,Célibataire,1
,,,,,,,,0
30,44796.19822762189,17344.595253707637,685,Employé,2,Licence,Marié,1
67,71548.05155,23282.739620810305,700,Employé,0,Secondaire,Célibataire,1
52,60931.14946655722,13724.227587889709,464,Employé,2,Licence,Veuf,1
51,75237.09548084927,11165.748439123641,557,Employé,8,Licence,Célibataire,1
65,83510.13153,30520.748860237425,483,Employé,6,Master,Célibataire,1
57,63848.422355363626,19361.294148755074,317,Employé,9,Master,Divorcé,1
22,82641.04576828357,40221.08950853476,370,Chômeur,9,Licence,Célibataire,0
35,13114.04212422645,20463.09965,827,Employé,8,Master,Célibataire,1
28,91809.04595832046,10739.219596495077,550,Employé,1,Master,Célibataire,1
63,67501.24304,32269.40876435939,381,Chômeur,3,Secondaire,Marié,0
20,81556.86711490364,26308.00164,324,Employé,0,Doctorat,Divorcé,1
30,35602.48510316957,27268.728636964235,494,Employé,0,Master,Célibataire,1
55,43384.60236789328,31906.006788679188,840,Indépendant,2,Secondaire,Marié,1
61,62918.76588289548,13472.037061542054,511,Etudiant,2,Secondaire,Marié,0
49,59659.24221325074,18727.466910147123,849,Employé,0,Licence,Marié,1
71,65661.37176019979,18285.501685122068,569,Employé,8,Licence,Marié,1
74,81690.30321859932,7092.534630843817,720,Indépendant,5,Licence,Veuf,1
26,24695.593693943018,17364.098498417567,731,Etudiant,6,Licence,Célibataire,0
77,79476.38143434619,33363.79457876824,315,Employé,6,Secondaire,Célibataire,1
56,60165.63819915854,22373.38103793847,303,Employé,9,Secondaire,Marié,0
57,55924.36277750904,6539.386721550121,807,Employé,1,Master,Célibataire,1
23,30577.695312302192,4441.605883,812,Employé,3,Secondaire,Célibataire,1
,,,,,,,,0
62,11717.842979379253,19096.8099,655,Chômeur,5,Secondaire,Célibataire,0
54,72967.88022477426,13525.897942983825,808,Employé,5,Licence,Divorcé,1
23,30157.88329054016,17260.082351029967,822,Chômeur,7,Licence,Célibataire,0
,,,,,,,,0
76,57616.62325344159,34230.9515,749,Employé,2,Licence,Marié,1
62,83390.76294587768,16069.470624139703,655,Indépendant,5,Licence,Célibataire,1
26,56426.896619722196,33674.01527738422,810,Employé,9,Secondaire,Célibataire,0
77,46117.22877708669,20516.517144473153,380,Employé,5,Secondaire,Célibataire,0
77,49867.946080575945,34295.31975,630,Employé,5,Licence,Marié,1
28,85457.65537509328,22566.944990430853,313,Employé,1,Licence,Célibataire,1
67,70725.93938361788,28532.32662869076,496,Retraité,0,Licence,Marié,1
43,52287.40036953677,27190.93046088337,306,Employé,2,Master,Célibataire,1
54,55271.07160070973,26232.91066251971,543,Employé,0,Secondaire,Célibataire,0
45,28656.45818829106,23479.344771827105,746,Employé,4,Secondaire,Célibataire,1
66,67769.48401703082,17671.49283884415,661,Employé,8,Licence,Célibataire,1
79,24803.685846090688,39154.34692,474,Employé,4,Licence,Célibataire,0
67,75035.92931670912,10930.630149040993,534,Indépendant,6,Master,Divorcé,1
75,62572.43184982532,20043.076423431598,502,Employé,8,Secondaire,Célibataire,1
76,107739.03599147845,20148.858752075954,702,Employé,7,Licence,Marié,1
23,37997.28892551389,24024.407533435216,446,Chômeur,6,Licence,Marié,0
33,57946.75817918734,15705.273541054989,350,Employé,7,Secondaire,Marié,0
62,95965.75401846124,23147.463055895878,578,Chômeur,2,Licence,Marié,1
54,83827.79280582829,18311.57414797034,756,Employé,4,Licence,Célibataire,1
21,46075.758968402006,4180.474825621008,562,Employé,3,Secondaire,Marié,1
23,64479.34856746896,20095.522862568465,412,Indépendant,7,Secondaire,Célibataire,1
50,60039.98712830174,8994.346669698483,325,Indépendant,4,Secondaire,Marié,1
56,65639.11734788315,2656.142376,819,Indépendant,9,Master,Célibataire,1
28,46026.39128,21368.73320689385,718,Employé,1,Secondaire,Marié,1
28,58213.59194598531,24878.833420195664,385,Employé,1,Secondaire,Marié,1
26,28038.952494465724,25266.980421045766,340,Indépendant,7,Secondaire,Marié,0
53,62702.46903736164,25671.707070196942,371,Employé,7,Secondaire,Célibataire,1
18,69000.41346843664,674.1097906,507,Chômeur,6,Secondaire,Marié,0
53,55451.61174712232,6389.830720925305,746,Employé,3,Licence,Marié,1
47,27698.982188304246,39735.21436813671,387,Indépendant,0,Secondaire,Célibataire,1
46,79770.63725702924,9527.912399229639,750,Employé,3,Secondaire,Célibataire,1
60,67290.50075985605,26108.41031136689,301,Employé,4,Secondaire,Célibataire,1
50,45479.69804598046,13130.62378334154,706,Employé,4,Licence,Célibataire,1
63,54387.99106323872,20796.727392675646,455,Employé,9,Secondaire,Marié,0
65,29986.611944363223,13667.457977264059,828,Chômeur,8,Licence,Célibataire,0
75,39491.79744444191,25615.411546196447,561,Employé,7,Licence,Marié,1
67,49243.77307285721,21367.74117316699,448,Employé,0,Licence,Marié,1
50,84568.41624560303,15517.102263557663,433,Etudiant,1,Secondaire,Marié,0
48,47209.932182250486,9498.278803192896,754,Indépendant,4,Master,Marié,1
32,72804.27318657517,22677.74197492511,521,Employé,6,Licence,Marié,1
55,49233.67594,7872.81201,493,Retraité,6,Secondaire,Marié,1
26,64958.951217037495,24274.810421208385,704,Employé,2,Licence,Célibataire,1
75,57172.08995712396,46264.849090368996,595,Indépendant,1,Master,Marié,1
70,77461.13200185487,33501.70051262012,665,Employé,3,Secondaire,Veuf,1
25,49303.77323562885,27183.478868941627,545,Employé,7,Secondaire,Célibataire,1
66,28549.434999951183,19143.927022588523,335,Employé,9,Licence,Divorcé,0
25,32361.019372727347,612.4737299647459,303,Employé,9,Secondaire,Veuf,0
62,49362.45012114485,6777.136040998157,321,Employé,5,Doctorat,Célibataire,1
23,35018.80058643894,32827.92856102713,615,Employé,0,Secondaire,Marié,0
48,68204.24031359103,12102.439198752203,582,Chômeur,9,Secondaire,Marié,0
58,50684.63670283844,13007.479018359532,711,Employé,1,Secondaire,Célibataire,1
63,107492.13100052864,18343.495243159785,792,Employé,2,Secondaire,Célibataire,1
43,25245.70809725736,9379.537411534453,396,Retraité,9,Master,Célibataire,1
75,64072.66357419603,7732.312654483638,826,Chômeur,5,Master,Marié,1
66,37440.93952988662,19495.25927218578,812,Etudiant,1,Master,Célibataire,0
30,50131.97319234643,11084.705453279637,638,Employé,5,Licence,Marié,1
59,62828.389466810884,12589.814202211051,591,Employé,0,Licence,Marié,1
63,13492.572502514267,12188.08973852994,397,Employé,3,Secondaire,Marié,1
38,64736.52233576055,25223.602138344686,398,Employé,9,Secondaire,Célibataire,1
63,98058.14924548336,17678.743095046426,310,Employé,2,Master,Célibataire,1
73,50931.23403262814,18214.280321061462,655,Etudiant,8,Licence,Célibataire,1
68,65196.15713611019,25969.458973088833,538,Chômeur,5,Licence,Célibataire,0
65,80498.43386250798,18579.60392,405,Indépendant,6,Licence,Célibataire,1
57,56720.929999460066,17217.46231542827,373,Employé,7,Master,Célibataire,1
34,48380.79622937033,24704.503555701707,334,Chômeur,5,Secondaire,Célibataire,0
67,14485.271925564957,26681.97843557631,652,Employé,0,Licence,Marié,1
40,72819.81438789947,18529.26500491396,676,Retraité,9,Licence,Célibataire,1
,,,,,,,,0
37,39746.32297223677,12182.09770266672,360,Employé,6,Secondaire,Divorcé,0
